seed,alpha,lr,reward,normalized_extrapolation_displacement,distance_to_a_plus,distance_to_a_star,sigma_mean,sigma_min,sigma_max,log_sigma_min,log_sigma_max,finite_parameters,log_sigma_window_slope,support_contraction_cross_log_sigma_minus_8,support_contraction_cross_log_sigma_minus_10,support_contraction_cross_log_sigma_minus_12,support_contraction_cross_log_sigma_minus_14,support_expansion_cross_log_sigma_plus_8,support_expansion_cross_log_sigma_plus_10,support_expansion_cross_log_sigma_plus_12,support_expansion_cross_log_sigma_plus_14
5,0.38,0.0001,0.6193624138832092,0.04834452271461487,0.38052845001220703,0.7259501814842224,0.36757731437683105,0.32607409358024597,0.3982049822807312,-1.1206306219100952,-0.9207883477210999,True,nan,,,,,,,,
5,0.38,0.00025,0.6194031238555908,0.048436522483825684,0.3805246651172638,0.7258919477462769,0.36755505204200745,0.3260495662689209,0.39818650484085083,-1.1207058429718018,-0.9208347797393799,True,nan,,,,,,,,
5,0.38,0.0005,0.6194710731506348,0.04858972504734993,0.3805182874202728,0.7257950901985168,0.3675180673599243,0.32600879669189453,0.3981557786464691,-1.1208308935165405,-0.920911967754364,True,nan,,,,,,,,
5,0.4,0.0001,0.6193642616271973,0.04834888130426407,0.38052865862846375,0.7259475588798523,0.36757683753967285,0.32607364654541016,0.3982045650482178,-1.1206320524215698,-0.9207894206047058,True,nan,,,,,,,,
5,0.4,0.00025,0.6194077730178833,0.04844752699136734,0.3805251121520996,0.7258853316307068,0.3675539493560791,0.32604843378067017,0.39818549156188965,-1.1207093000411987,-0.9208373427391052,True,nan,,,,,,,,
5,0.4,0.0005,0.619480311870575,0.04861173778772354,0.38051921129226685,0.7257816791534424,0.3675157427787781,0.3260064423084259,0.3981536626815796,-1.1208381652832031,-0.920917272567749,True,nan,,,,,,,,
5,0.5,0.0001,0.6193734407424927,0.04837094992399216,0.38052958250045776,0.7259340882301331,0.3675746023654938,0.32607123255729675,0.39820241928100586,-1.120639443397522,-0.9207947850227356,True,nan,,,,,,,,
5,0.5,0.00025,0.6194308400154114,0.048502638936042786,0.38052740693092346,0.7258517742156982,0.3675483465194702,0.326042503118515,0.39818018674850464,-1.1207275390625,-0.9208506345748901,True,nan,,,,,,,,
5,0.5,0.0005,0.6195262670516968,0.04872191324830055,0.38052380084991455,0.7257145643234253,0.3675045967102051,0.3259945511817932,0.39814311265945435,-1.1208746433258057,-0.9209437370300293,True,nan,,,,,,,,
